insert into places(address_line_one, address_line_two, notes) VALUES ('442 Wrinkleproof Meadow', 'Boulevard, Mt, 41120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2723 Tomahawks Parkways', 'Lebec, Wi, 58588', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1732 Onkilonite Port', 'Chattahoochee, Mt, 70681', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('3000 Forfeited Villag', 'Alvaton, Hi, 24229', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2035 Uniface Brdge', 'Schuyler, Mi, 36763', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2299 Whitish-green Rivr', 'Ormsby, Mn, 54348', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1329 Thersilochus Dvd', 'Howells, Az, 24236', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2710 Fatherling Stream', 'Cookeville, Vi, 79271', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2413 Diverges Courts', 'Quasqueton, As, 47596', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2362 Unfactiously Avenu', 'Window rock, In, 23282', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2973 Obtuseness Pine', 'Avon by the sea, Az, 18966', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('143 Alleppey Grden', 'Saxon, Or, 40352', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('327 Fluorene Walks', 'Island heights, Nd, 14455', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1326 Jewed Hway', 'Girard, La, 87017', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('891 Dendrodra Express', 'Canadian, Nv, 35215', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2034 Gallerian Exp', 'Fred, Ia, 33541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2399 Llangollen Vlgs', 'Tekoa, Wv, 93674', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('655 Amphibian Sqrs', 'Fairdealing, Id, 27629', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1752 Chansonnette Shrs', 'Hillrose, Fm, 55675', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1987 Federate Ridge', 'Cambria, Me, 32859', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1717 Cretefaction Spng', 'Stevens village, Az, 27857', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2244 Charmer Shoar', 'Lyon mountain, Tx, 51129', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2831 Endorsing Lgt', 'Hosford, Az, 72244', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1280 Opals Highway', 'North dighton, Ga, 75626', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('266 Dementing Trk', 'Allenport, Vi, 58921', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1942 Unperson Circ', 'Fort peck, Wa, 24304', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2736 Derisive Drv', 'Ten mile, , 79852', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2098 Reheel Brnch', 'Millerstown, Pw, 33891', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1198 Epaminondas Annx', 'Rocky comfort, Wa, 74649', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('464 Twelve-pounder River', 'Palo cedro, Fm, 28783', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1762 Poolroom Mt', 'Lorman, Ms, 52505', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2274 Superconception Strt', 'Minersville, De, 88030', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('213 Reverberator Stravn', 'Providence forge, Wi, 52758', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1536 Unedibleness Canyon', 'Claypool, Pr, 93611', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1467 Fleeceable Vlgs', 'Pocono lake preserve, Wi, 10320', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2199 Interlocutory Inlt', 'Metz, Pr, 77070', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1938 Irredenta Gln', 'Climbing hill, Ap, 34204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1576 Unlimitably Traces', 'Sugar loaf, Ma, 90508', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1090 Allthing Strm', 'Salesville, Sc, 32410', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1836 Lm/ft Hrbor', 'Pulaski, Ky, 74101', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1757 Miscellanea Avnue', 'Eleanor, Ak, 36552', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2629 Adb Keys', 'Miramonte, Ut, 23838', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2929 Epimedium Pr', 'Upper falls, Dc, 33321', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1016 Desmachymatous Shoal', 'La rose, Ky, 80778', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2291 Bondon Holw', 'Webber, Nv, 51528', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2334 Remarried Shls', 'Selfridge, In, 90832', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2656 Caduca Iss', 'Tynan, Vt, 40781', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1673 Tankie Tunnl', 'Curtice, Gu, 32177', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2435 Interiorism Walk', 'Silverhill, Ky, 31435', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('874 Escalado Corners', 'Melba, Nv, 47857', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1840 Heiresshood Lf', 'Stevinson, Ia, 70865', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('262 Azures Alley', 'East sparta, Hi, 25938', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1247 Abdon Brg', 'Talbotton, Ia, 65658', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1805 Smeath Mountains', 'Danvers, Or, 54541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('800 Killing Islands', 'Cantil, Nm, 53814', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('430 Pseudospiritually Trks', 'Drury, Sc, 51249', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2118 Prison Bend', 'Whiteriver, La, 64400', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1428 Incabloc Plns', 'Mukwonago, Ok, 42227', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1215 Cyp Av', 'Chelmsford, Vi, 84484', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2146 Wenham Fields', 'Groveport, , 31016', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1764 Pleistocenic Spur', 'Braithwaite, De, 82199', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('858 Gowns Lk', 'Wellsville, Ne, 36531', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1238 Meriquinonic Trail', 'Avery, La, 32356', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2493 Toledoan Meadow', 'Lahaina, Sc, 61040', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('236 Water-bind Jctn', 'Des arc, Ar, 59725', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2231 Banker Mews', 'Mims, Me, 93798', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1165 Lichee Vw', 'San francisco, Gu, 86627', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1170 Ursuk Mnt', 'Holcombe, Sd, 95957', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2382 Soul-humbling Pass', 'Middletown, Mn, 59870', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('530 Plaza Rad', 'Haynes, Nm, 47151', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1385 Hollow-backed Circl', 'Stittville, Me, 94002', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('461 Vill Byp', 'Rock glen, Va, 49389', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2833 Double-lived Gtway', 'Willcox, Ga, 11253', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('274 Barber-surgeon Extn', 'Bim, Ga, 48241', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1943 Arequipa Grov', 'Avondale estates, Vi, 24437', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2891 Germann Xing ', 'Arriba, Wv, 39065', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('977 Textureless Cswy', 'Leominster, As, 91116', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2262 Mates Cpe', 'Meyersville, Az, 87727', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1279 Lashoh Cors', 'San juan, Nm, 32087', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('537 Noreen Flts', 'Mount washington, Pw, 46640', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('212 Champagne-ardenne Corners', 'Redwood valley, Az, 23624', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1423 Many-towered Mount', 'Spencertown, Tx, 21930', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2363 Amontillado Anx', 'Speedwell, As, 73091', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('762 Mopsus Park', 'Catonsville, Ar, 47156', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('906 Enjoyableness Shl', 'Kill buck, Dc, 43458', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2993 Pelerin Cres', 'Encinitas, Vi, 77280', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('63 Adrent Forges', 'Guthrie center, Ny, 79268', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1095 Glassophone Plain', 'Nuttsville, Nv, 88015', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2822 Incudes Ave', 'Lake andes, Pw, 15268', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2427 Miriness Express', 'Millheim, Id, 57358', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1433 Unstrained Streme', 'Polkville, Mo, 60985', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1614 Superincomprehensibly Mnr', 'Muddy, Fl, 83384', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1441 Headforemost Freeway', 'Rural ridge, La, 73364', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1875 Bran-deer Jction', 'Wetumka, Sd, 92100', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('367 Little-bitsy Fields', 'Rolesville, Fm, 57730', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2908 Gerhard Crsent', 'Deerfield beach, Sd, 48795', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('733 Solicited Rpd', 'Kersey, Pa, 27419', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2567 Guaiacs Pkwy', 'Great neck, Nc, 87432', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1061 Recoction Key', 'Calabasas, Il, 57567', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1910 High-stepping Plaza', 'Healy, Ap, 82527', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1705 Through-key Courts', 'South canaan, Nd, 78601', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1228 Corbleu Lck', 'Rossburg, Gu, 56144', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('382 Willow-veiled Hvn', 'Pomeroy, Va, 81948', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1099 Five-ribbed Course', 'Turton, Oh, 72221', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('516 Trochili Burg', 'Opa locka, Ae, 76713', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('568 Perfervour Hvn', 'Claymont, Fm, 84114', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2667 Pseudo-methodist View', 'Porter ranch, Sc, 13554', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2353 Cole Land', 'New hope, Ok, 21672', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2230 Writmaking Crest', 'American fork, Sc, 59200', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1232 Hypernomic Crsent', 'Grand cane, Dc, 48938', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1483 Actaea Islnds', 'Corsicana, Mt, 74883', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2633 Describably Gatway', 'Cheriton, Ar, 82582', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2219 Cabbalah Corners', 'Jenkins, Pr, 11166', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1841 Swear Rivr', 'Gladwyne, Wa, 81224', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2342 Prospero Loop', 'Lindsborg, La, 68353', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1592 Dirtfarmer Centr', 'Wilmette, As, 48074', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('338 Shist Hts', 'Willows, Ia, 18736', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1232 Gradino Sumit', 'Churdan, Tn, 87216', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1969 Statize Squ', 'Capeville, Ga, 88682', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1627 Unsnarl Boulv', 'Scioto furnace, Tn, 43513', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1609 Sexlike Land', 'Glendale, Ms, 40440', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('428 Protometallic Island', 'Thibodaux, Ky, 66905', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1718 Casekeeper Shls', 'Gig harbor, Md, 37090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1297 Tomolo Rivr', 'Ranson, Nv, 94909', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('827 Papulous Sqrs', 'Willernie, Mp, 98903', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('32 Siscom Trlrs', 'New harbor, Fm, 96482', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1895 Immy Stravenue', 'Lake ozark, , 94003', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2538 Perks Frk', 'Mammoth cave, Ne, 84457', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2377 Staurology Crk', 'Squirrel island, Ga, 50023', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2739 Ghee Trak', 'Schulenburg, Wi, 56156', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('542 Photodramaturgy Aly', 'Hawesville, Ct, 71778', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1881 Rejustification Knls', 'Parsons, Az, 81348', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1095 Subtle-shadowed Motorway', 'Suquamish, Ca, 17365', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1929 Cuculle Rad', 'Claverack, Ct, 63337', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1635 Preshortage Hill', 'Tipp city, Vi, 22045', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1717 Gustine Prt', 'Bovina center, Nh, 62873', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2154 Queachiest Tracks', 'Elmer city, Oh, 26155', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('633 Lwsp Shls', 'Thomson, Me, 29217', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1222 Pergelisol Expressway', 'Rosman, Ap, 84041', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2117 Polygynian Plns', 'Seaforth, Nh, 89917', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1232 Newsiest Gtway', 'Gas, Ny, 28198', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1076 Sumach Viadct', 'Pleasant dale, Mp, 87105', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2239 Beledgered Union', 'Lacey spring, Mo, 22951', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('603 Tons Dm ', 'Log lane village, Tn, 57222', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('203 Hypostatising Underpass', 'Suamico, Va, 83527', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2876 Ill-concealed Lodge', 'Lampasas, Ri, 43049', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('416 Potsherd Expy', 'Nasa, Nj, 74073', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('781 Anatomization Dr', 'Sweet springs, Ky, 34585', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1595 Derron Hl', 'Kennett, Ia, 64641', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2009 Jigging Hollow', 'Fort rock, Me, 33147', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1791 Quasi-liberal Cv', 'Kuna, Ky, 82845', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('127 Mid-career Trafficway', 'Listie, Ok, 38501', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1695 Parabemata Shoar', 'Millboro, Ok, 59448', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2930 Polymicrobial Sumit', 'Galesburg, Mh, 93985', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1784 Filestatus Centers ', 'West mifflin, Il, 50642', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1751 Soft-spoken Rue', 'Huntland, Pa, 30285', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2055 Amt Sq', 'Pigeon falls, Ca, 47218', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2776 Reaffirm Spng', 'Glen arbor, , 53917', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('637 Compassless Hway', 'Ozona, As, 87472', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2771 Ocellana Course', 'Berino, Ms, 82338', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2347 Meningococci Streme', 'Pinola, Ky, 70088', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2446 Ayden Bottom', 'Indian lake, Ny, 67552', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1584 Patristical Brdge', 'Wichita falls, Pr, 39265', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('885 Telencephalic Pt', 'Eupora, Ne, 27053', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1143 Retortable Tunnl', 'Ninole, Wy, 59542', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1739 Pre-explain Cliff', 'Zion grove, Mo, 87993', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1325 Untippable Lane', 'Elizabethtown, Mo, 43450', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('83 Dbs Tunls', 'Brethren, Ky, 82612', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('278 Ileo- Crossing ', 'Shuqualak, Pa, 99306', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2736 Ionist Sqrs', 'Pennsboro, Ca, 81868', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2694 Sewaren Rnch', 'Eunice, Fl, 17823', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1289 Gathic Frway', 'Strausstown, Sc, 20049', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1753 Birretta Ln', 'Walkertown, Gu, 81914', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1210 Situ Exp', 'Bridport, Mh, 84317', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('169 Iscariot Grv', 'Sioux city, Ga, 63886', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1512 Gimmal Wy', 'Radisson, Ar, 77049', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('361 Bombshell Dm ', 'Kincheloe, Ak, 24150', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('348 Substratal Crossing ', 'Warden, Nc, 99913', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2730 Deep-musing Cove', 'Frisco city, , 78204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('27 Freakouts Btm', 'Swansboro, Wi, 96086', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('927 Forsaker Pines', 'Winters, Nh, 64913', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2649 Plesiomorphous Flt', 'Lulu, Ks, 95770', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('727 Rhizostomata Rpds', 'Reubens, Mh, 45050', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1664 Spirituousness Tunel', 'Waterflow, Pw, 32953', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('866 Philoo Cswy', 'Mc kees rocks, Ks, 45971', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2703 Cursal Causwa', 'Del mar, Id, 40275', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2564 Panleucopenia Burgs', 'Cranford, Ne, 33757', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2645 Tortility Plaza', 'Scottsdale, Pa, 97299', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('316 Lofty-humored Vly', 'Mont clare, Wv, 41101', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2805 Saltweed Tunnl', 'Etlan, Co, 90261', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('718 Pot-rustler Ridge', 'Pablo, Sc, 27479', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1145 Catalo Crcle', 'Stinson beach, Id, 65425', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1583 Epigonium Loop', 'Lake hiawatha, Va, 73143', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2668 Reexhibited Points', 'Mills river, Va, 92596', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('884 Scf Inlt', 'Olpe, Ga, 45643', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2962 Unbankableness Rst', 'Gideon, Nd, 19406', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1069 Zoocecidium Est', 'Newnan, Sc, 37127', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2838 Dauding Pkwy', 'Fort rock, Ok, 78856', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1198 Unthatched Rd', 'Woolwich, De, 71824', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('191 Genoblastic Extension', 'Weir, Ma, 21728', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1345 Begrudged Course', 'Bucklin, Ne, 58763', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1562 Luxuriances Highwy', 'Lazear, Tx, 85441', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1908 Quasi-fully Dv', 'Pelican rapids, Nh, 72688', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('787 Misparsing Vdct', 'Burchard, Ma, 57817', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2533 Broadways Forests', 'Saint patrick, Nj, 84188', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2927 Uncompleted Harbor', 'Knickerbocker, Vt, 98261', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2970 Unforsook Loop', 'Eagletown, De, 80084', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1433 Tripenny Villages', 'Tangent, Sc, 49965', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2349 Eruc Trlrs', 'Breda, Mh, 86272', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2041 Flattop Route', 'South harwich, Vi, 19020', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1464 Errata Extnsn', 'La rue, Vi, 25273', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2728 Beachmen Statn', 'Lopeno, Ar, 90430', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2635 Continuative Trailer', 'Roaring spring, Mt, 85872', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1170 Athenians Streets', 'Maumelle, , 38011', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('736 Subcaptaincy Curve ', 'Palermo, Nc, 62564', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1574 Hypogonation Knoll', 'Cochranville, , 91607', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2632 Isam Well', 'Kennebec, Ut, 94060', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('319 Cleaner Vlgs', 'Dixons mills, La, 10279', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('3000 Prelatical Ht', 'Port richey, Ny, 73570', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('477 Slipways Shoals', 'Dennisville, Ae, 94629', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2591 Disentitle Light', 'Glen hope, Id, 92415', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2800 Overcrossing Trak', 'Milbank, Tx, 86171', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1042 Asherite Views', 'Knightdale, Ak, 71278', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('975 Rehedge Views', 'Lost nation, Ga, 71578', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1006 Riverlike Estate', 'Crystal bay, Wi, 28159', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1038 Catalogers Sprng', 'Orgas, Hi, 59954', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('700 Liming Mtn', 'Woburn, Mp, 80139', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1195 Serapis Shoal', 'Haysi, Mo, 50801', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2803 Insection Inlt', 'Wittmann, Ct, 64570', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1391 Hafgan Spur', 'White heath, Co, 14071', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('220 Preminger Villiage', 'Barre, De, 36975', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2354 Campylodrome Vist', 'Lavalette, Ky, 32628', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('187 Trafficked Dale ', 'Violet hill, Il, 29962', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('214 Adjutory Trnpk', 'Park ridge, Nc, 86604', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2209 Dynastic Estates', 'Haskell, Id, 25492', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1371 Peartest Cape', 'Cahone, Ga, 10961', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('209 Luna Lks', 'Puckett, Mh, 24367', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1558 Imboscata Tunls', 'Ahsahka, Wa, 98388', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('928 Toad-spotted Greens', 'Polk city, Dc, 53052', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('202 Howled Bch', 'Walpole, Co, 35366', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('295 Buckety Rpds', 'Kunkle, Wa, 21963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1590 Bejant Burg', 'Santa rosa beach, La, 34798', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2014 Micropylar Trce', 'Bally, Pa, 14093', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1677 Shaggiest Fry', 'Termo, Ga, 29598', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1713 Dysgenic Row', 'Milano, Ia, 95899', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('462 Vangs Forks', 'Yettem, Al, 46998', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2489 Unpervasiveness Grdn', 'Mascoutah, Al, 47750', '');
