insert into places(address_line_one, address_line_two, notes) VALUES ('655 Messengership Locks', 'Wanchese, Al, 66005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2503 De-emphasize Dl ', 'Java center, Wa, 29712', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('317 Impeachers Avenue', 'West greene, Wv, 79235', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2717 Counterflange Manor', 'Muldrow, Md, 18590', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('581 Pseudoaristocratic Run', 'Curllsville, Ma, 44449', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1991 Greendell Meadows', 'Nedrow, Va, 39194', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('486 Point-blank Cors', 'Belvidere, Tn, 80663', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2340 Volutiform Parkway', 'West orange, Ar, 78076', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1249 Indicting Shrs', 'Dickinson, Mp, 30086', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2614 Fulltime Rue', 'Curtiss, Az, 47439', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2012 Poricidal Trce', 'Merritt island, Nd, 60124', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2669 Toko Flat', 'Varnado, Ks, 62409', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1553 Ipsedixitist Hls', 'Loman, Ct, 82752', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1124 Spell-invoking Ldge', 'Grantsburg, , 46541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('340 Cumulatively Rad', 'Indianola, Ok, 89042', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2280 Kachinas Gatway', 'Riley, Oh, 65278', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('908 Valouwe Clf', 'Central bridge, Ks, 15395', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('89 Pseudoscholastically Cove', 'La sal, Ct, 93576', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2119 Eriodictyon Union', 'Crucible, Wa, 34557', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('854 Suprafoliar Brnch', 'Humnoke, Mn, 92323', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2032 Narrow-skulled Strm', 'Hyampom, Wi, 38989', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2707 Resigns Sqr', 'Hanover park, Vi, 84778', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2237 Pastorium Grv', 'Punta gorda, Ia, 47070', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('862 Gilbart Clf', 'Eastville, Ny, 57526', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('554 Misformation Av', 'Gaylordsville, Oh, 52426', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2619 Ombrographic Gatewy', 'Redding, Ca, 19348', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2422 Renourishment Villg', 'Cody, Gu, 23153', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2483 Koila Bottom', 'Sandy, Wi, 63860', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('820 Teazles Gtwy', 'Myers flat, Vi, 63444', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('476 Ornamentality Hwy', 'Saint charles, Vi, 47557', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1323 Sunyata Tunls', 'Intercession city, Wv, 29575', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('110 Calendars Hts', 'Petrified forest natl pk, Wi, 96903', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1960 Es Trafficway', 'Kinsley, Pr, 72861', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2981 Endochorion Terr', 'Grantsville, Nc, 64140', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2332 Sideshows Turnpike', 'Lake hopatcong, Mp, 62214', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2777 Sadler Mtin', 'Peabody, Ae, 58438', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('636 Jermain Tunl', 'Puerto real, Wy, 84170', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1134 Bovovaccination Harb', 'Holliston, Ms, 30546', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1264 Turkery Wy', 'Stone ridge, Ut, 11435', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('488 Sneezing Sqre', 'Sardinia, Ga, 23963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2750 Callosum Centre', 'Waynesboro, Mh, 64976', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2816 L-norepinephrine Cts', 'Crowville, Ok, 12941', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1632 Rough-barked Ports', 'Alamosa, Fl, 55569', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2655 Unwatchfully Circ', 'Noorvik, Al, 63723', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1380 Pavisade Rivr', 'Snellville, Mi, 62170', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('321 Superastonishment Shoars', 'Pungoteague, Az, 95662', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('653 Befilmed Vdct', 'Vivian, Md, 91352', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('595 Shekel Mdw', 'Catharpin, Ny, 52980', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2884 Dermaskeleton Isle', 'Canadian, Ap, 40927', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1956 Belaboured Meadows', 'Bala cynwyd, Pa, 16543', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1574 Bobbielee Ovl', 'Fe warren afb, Az, 90431', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1842 Parring Mntain', 'Malden bridge, Nc, 48907', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('501 Bradypodoid Field', 'Vienna, Mo, 33706', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1801 Cupstone Mews', 'Letts, Sd, 75248', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('627 Tapered Hts', 'Elephant butte, Ar, 14584', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('310 Honorance Pkway', 'Leo, Ak, 61943', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2775 Vitiating Cliffs', 'Higbee, Ca, 37076', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('453 Staple-fashion Medows', 'Bison, Wv, 92615', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2328 Leisurably Estate', 'Pilot knob, Oh, 10420', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('370 Nonexplainable Crossroads', 'Cordesville, Nv, 78203', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2502 Michelsen Lndng', 'Powells point, Mp, 42319', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1296 De-anglicize Clfs', 'Senecaville, Pa, 87713', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('299 Lemoore Bypass', 'Green road, Sc, 72270', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2845 Horse-owning Point', 'Von ormy, Ks, 57499', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2693 Figurativeness Ldge', 'Carter lake, Ap, 70301', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1448 Flentes Wy', 'Park hills, Tn, 98440', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2927 Aymara Forest', 'Cool, Mo, 53110', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2189 Suny Frks', 'Hilltown, Mi, 18752', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1280 Spear-shaking Frry', 'Fenwick, Sc, 75072', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1759 Intracutaneously Burg', 'Lake waccamaw, Ae, 18695', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1196 Ever-dropping Stream', 'Mamers, Ia, 20380', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1610 Transshaping Rnch', 'Cnb, , 12516', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1278 Unalteration Harbors', 'Bonifay, Me, 91223', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2532 Undecoyed Flt', 'Mc cordsville, Il, 67843', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2773 Bushwhacked Hls', 'Hugheston, Md, 37874', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('709 Benefiting Forg', 'Cambridge springs, Ks, 31317', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2657 Lavender-scented Flts', 'Humansville, Sd, 28655', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2741 Ultimogenitary Summit', 'Salamanca, Ky, 82346', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2926 Kingliness Jction', 'Munroe falls, Fm, 85441', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1320 Jak Lck', 'Coupon, Ny, 15468', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('890 Pintano Trace', 'Kamuela, Fm, 82330', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1078 Seavir Hbr', 'Brucetown, Pa, 86252', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2425 Publicational Rad', 'Germfask, Ny, 97749', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1400 Jap Rivr', 'Oilville, Vt, 15713', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1265 Vauguelinite Field', 'Amberson, Wi, 30022', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2554 Questionle Lodg', 'Greenbackville, Mt, 30850', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1862 Noncorroding Terr', 'West halifax, Nd, 93469', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2859 Incomings Cent', 'Falls village, Wi, 21718', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2171 Disavail Frt', 'Cabery, Pw, 62800', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1113 Aureocasidium Villg', 'West linn, Ae, 82775', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1474 Mesaconic Arc ', 'Pitcairn, Wy, 84712', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2462 Antibreakage Hl', 'Lusby, Mt, 29974', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2223 Beauregard Corners', 'Alfred, Me, 61066', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('984 Afoot Alley', 'Herington, Mt, 92165', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('850 Digraphic Villages', 'Newsoms, Ne, 63411', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1322 Nikola Trks', 'Doylestown, Vt, 37743', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('359 Spicer Locks', 'Nanafalia, Sc, 30542', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1119 Dardani Viaduct', 'Highland mills, Ap, 17336', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1856 Unpenetrated Spg', 'Dime box, Ks, 29116', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('250 Payor Grdn', 'Oak park, Ak, 29076', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2920 Smucker Wall', 'Ernest, Ca, 10921', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1249 Pontefract Knol', 'Folsom, Wy, 89597', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2627 Upcarry Vlys', 'Glenbrook, Az, 78636', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('267 Postgenital Highwy', 'Marshall, Ak, 60282', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('16 Deflectionization Pnes', 'North clarendon, Nh, 42093', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('206 Cycadean Vdct', 'Flournoy, Or, 68331', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1137 Ackerley Lk', 'Saint johns, Ny, 16562', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1443 Stores Falls', 'Dalmatia, Nd, 50299', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1273 Conserver Corner', 'Hialeah, Pa, 40575', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2288 Yawkey Trace', 'Caraway, Me, 88201', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('346 Shuba Drives', 'Saint louis, Wi, 49442', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2245 Yelver Crk', 'Frederick, Wa, 85763', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2063 Grandaddy Mntain', 'Sybertsville, Ky, 87242', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('288 Oonagh Arcade ', 'Deersville, Mi, 18583', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2351 Unbeginningly Park', 'Upper darby, Ma, 81851', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2757 Variers Centre', 'Lake alfred, Ne, 38377', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1859 Xylopyrographer Manors', 'Notrees, Ny, 56298', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('645 Antiforeignism Cir', 'Redfield, Ne, 37624', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2921 Rallery Station', 'Grandy, Ap, 27610', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2357 Tuppeny Ave', 'Careywood, Ak, 72422', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1456 Rammel Circl', 'Villa ridge, Dc, 62987', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1619 Bipyramid Island', 'Egegik, Mn, 26098', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2057 Auks Byp', 'Burlingame, La, 94014', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2517 Gospeler Causeway', 'Casper, Ap, 23062', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('692 Heterology Hollow', 'Raiford, Ok, 78855', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1636 Stepchildren Strm', 'Matewan, Mp, 63407', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1313 Meloplasty Est', 'Waipahu, Sd, 13362', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('848 Bacteriopsonin View', 'Berthold, , 20017', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2217 Shillety Lcks', 'Huston, Or, 91465', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2456 Libellous Underpass', 'Lorentz, Sd, 49576', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1411 Semicylindrical Cove', 'Milbank, Md, 33762', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2831 Self-consecration Crse', 'Laketon, Wv, 59842', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1662 Unwritable Plains', 'Everglades city, Me, 70914', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('629 Noetherian Ville', 'Bowler, Ne, 39036', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1255 Servo-pilot Pl', 'Trujillo alto, Mh, 96438', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2370 Uncementing Cor', 'Tollhouse, Co, 10349', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1592 Husserl Creek', 'Woden, Ap, 61416', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('342 Nonmarriageabness Centr', 'Corbett, Fl, 85960', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1315 Igorot Burg', 'Palau, Wv, 66740', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1011 Cephalopathy Mnr', 'Carroll, Oh, 35102', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1212 Nonsententiously Mtn', 'Summerhill, Ae, 53859', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2429 Refiningly Radial', 'Nunnelly, Gu, 51128', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2157 Bobbies Vlgs', 'San jacinto, Oh, 37629', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2850 Postpalpebral Cape', 'Pine bush, Nm, 10879', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1091 Lokman Field', 'Markleysburg, Hi, 34142', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('270 Goemagot Fld', 'Salvo, Sd, 14494', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2405 Waterline Jct', 'Terre hill, Mh, 97916', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1799 Threave Strt', 'Nassawadox, Al, 76485', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2242 Timorese Avenue', 'Saint johns, , 57654', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('635 Pokomo Skyway', 'Tolleson, Nm, 54644', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1556 Crape Fld', 'Berclair, Mt, 91555', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1858 Semiheterocercal Est', 'Okemos, Mp, 96418', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('821 Sternforemost Plz', 'Simla, Ct, 88308', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1617 Redmer Pnes', 'Oakesdale, Mp, 85646', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('627 Marehan Hiwy', 'Aspers, Oh, 15089', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1322 Uninjurious Stream', 'Morocco, Nv, 99709', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1981 Tcpip Ter', 'Alleene, La, 85582', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1252 Gully-raker Traces', 'Brier hill, Nm, 60750', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1302 Suicide Boul', 'Poolville, Ga, 13677', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1968 Digestion Strvnue', 'Penobscot, Gu, 52447', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1192 Pericardiorrhaphy Vdct', 'Kirklin, Ma, 50253', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('443 Thanatophobe Streme', 'Maxwell, De, 25212', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('702 Meer Sqre', 'Coos bay, Sc, 37145', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2964 Puckfoist Grden', 'South elgin, , 71061', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2783 Futtah Exp', 'Langeloth, , 21870', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1990 Unioval Cmp', 'Thorpe, Dc, 96134', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2266 Outwriggling Smt', 'Rancho santa fe, Sc, 87396', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('936 Neoholmium Bluffs ', 'Mount gay, Pr, 26393', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2345 Dismissing Curve ', 'San gregorio, De, 70916', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('81 Telltale Ter', 'Iron station, Wv, 16436', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2996 Cross-staffs Throughway', 'Avenal, Tx, 36760', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1380 Steelyards Gateway', 'Grass valley, Wi, 70662', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2060 Laryngopharynxes Ford', 'Clipper mills, , 88458', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2262 Diphenhydramine Vdct', 'Springfield center, As, 35451', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1105 Palmdesert Islnd', 'Toano, Dc, 52373', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2508 Gofers Ft', 'Vandemere, As, 74610', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1398 Subprofitably Sumitt', 'Camby, Mt, 24687', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1246 Hairbreadths Spgs', 'Everetts, Wa, 46000', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2462 Miltlike Via', 'Stetsonville, Al, 28166', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1965 Haulyards St', 'Los ojos, Mn, 51146', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1658 Anabelle Mall', 'Ida grove, Gu, 79118', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2181 Linable Mnt', 'Metcalfe, Vi, 33416', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('759 Love-apple Anex', 'Kettle river, Ap, 20853', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('66 Bibliosoph Tunel', 'Armorel, Oh, 80055', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('986 Arrendation Drive', 'Adak, Az, 12565', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('900 Carena Strvnue', 'Cape vincent, Wa, 32972', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2287 Black-boding Strm', 'Balta, Mi, 16850', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2379 Wintling Falls', 'Nutley, Vi, 75818', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('220 Turf-forming Mews', 'Big prairie, Ga, 54606', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('924 Jackets Lndg', 'Sylvan grove, Ky, 21188', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('737 Regosols Point', 'Alleman, Or, 99229', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1819 Adornments Trks', 'Troup, Nm, 36084', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('544 Wages Neck', 'Keosauqua, Ap, 17715', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2150 Refascinate Crescent', 'Camby, Al, 53614', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2199 Enveigle Curve ', 'La france, Id, 66090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('926 Protestantishly Rpds', 'Zearing, De, 34090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2503 Tranks Orchrd', 'Wake forest, Gu, 99894', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2837 Bordellos Mt', 'Pocono pines, Or, 38679', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1343 Pinacolin Aly', 'Belmore, Mn, 22467', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1981 Penchute Ests', 'Hatboro, Mt, 68600', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2531 Disillusionments Iss', 'Dakota city, Ma, 29827', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('30 Strummers Drv', 'Hegins, Hi, 22491', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1482 Dialuric Centr', 'Endeavor, Ny, 78772', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2609 Futzed Forks', 'Patrick springs, , 79827', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('77 Allocators Cape', 'Rockwell, Il, 10287', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('430 Semisocial Burgs', 'Newton grove, Tn, 63169', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('468 Cheboksary Holws', 'Glasford, De, 34452', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2069 Crashworthy Tunl', 'Logansport, Il, 22858', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2689 Incurious Radl', 'Blackwood, , 65700', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1409 Apparent Trks', 'Vernon, Ae, 57830', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('690 Endogenous Fls', 'Tallman, Nv, 50898', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1031 Basnat Cor', 'South sterling, Hi, 19826', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1829 Rusticity Curve ', 'Poston, Me, 84212', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1555 Misframed Spg', 'Pembroke township, Nj, 60349', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1210 Slosh Trks', 'Cusseta, Nv, 37419', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2876 Steel-cased Ranches', 'Scott, Sc, 63565', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2483 Brenton Div', 'Lutts, Nh, 18962', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2278 Twice-recovered Rdge', 'Kensett, In, 44773', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('940 Cross-leggedness Forg', 'Garrochales, Oh, 73390', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1602 Smelters Oval', 'Topsham, Hi, 91807', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2504 Stalactitic Knolls', 'Tamuning, Ri, 57767', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2554 Heliographical Junctions', 'Summit hill, Wa, 60969', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2320 Acanthomeridae Underpass', 'Swedesboro, Ar, 21026', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('707 Gnathonic Cape', 'South newfane, Nv, 66570', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('404 Unelucidated Field', 'Celeste, Pa, 25624', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1835 Unwived Rd', 'Minetto, Mo, 45951', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('105 Subdisjunctive Btm', 'Rtp, Md, 63283', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1856 Foins Xing ', 'Black, Nm, 29534', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('632 Selahs Mdw', 'Mercer, Al, 72560', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1936 Conserver Anx', 'Hawaii national park, Ap, 63843', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2883 Heaven-dear Crssng ', 'New harbor, Gu, 17129', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1991 Oligophagy Crsent', 'Handley, Wi, 75122', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('833 Argentin Btm', 'East fairfield, Ri, 63875', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('402 Diamond-pointed Prts', 'Cape coral, Hi, 16402', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('762 Nonfunctionally Ky', 'Hilmar, Me, 91210', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2038 Telome Bend', 'Lone jack, Id, 27423', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('538 Dermovaccine Trce', 'Chadds ford, Ae, 36433', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1163 Marshfire Forests', 'Tilden, Mo, 94244', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1666 Sketchy Crssng ', 'Richgrove, , 15201', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2587 Extradictionary Loop', 'Stoney fork, Ct, 49679', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('724 Antisiccative Common', 'Wrentham, Wv, 61112', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1342 Vibrator Ferry', 'Collbran, Az, 38206', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('80 Bowring Lf', 'Rembrandt, Ok, 57266', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('427 Breveted Expw', 'Powhatan point, Mt, 44075', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1352 Kenn Cliffs', 'Cut bank, Ia, 11365', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('542 Strontiums Vl', 'Boyle, Ia, 79341', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2822 Myriopodous Centr', 'Dammeron valley, Az, 36893', '');
